ensembl_gene_id	hgnc_symbol	entrezgene_id	gene_length
ENSG00000274917	RNA5-8SN5	124907133	153
ENSG00000274917	RNA5-8SN5	124907134	153
ENSG00000274917	RNA5-8SN5	124907135	153
ENSG00000274917	RNA5-8SN5	124907136	153
ENSG00000274917	RNA5-8SN5	124907137	153
ENSG00000274917	RNA5-8SN5	124907138	153
ENSG00000274917	RNA5-8SN5	124907139	153
ENSG00000274917	RNA5-8SN5	124907140	153
ENSG00000274917	RNA5-8SN5	124907141	153
ENSG00000274917	RNA5-8SN5	124907142	153
ENSG00000274917	RNA5-8SN5	124907143	153
ENSG00000274917	RNA5-8SN5	124907144	153
ENSG00000274917	RNA5-8SN5	124907145	153
ENSG00000274917	RNA5-8SN5	124907146	153
ENSG00000274917	RNA5-8SN5	124907147	153
ENSG00000274917	RNA5-8SN5	124907148	153
ENSG00000274917	RNA5-8SN5	124907149	153
ENSG00000274917	RNA5-8SN5	124907150	153
ENSG00000274917	RNA5-8SN5	124907151	153
ENSG00000274917	RNA5-8SN5	124907152	153
ENSG00000274917	RNA5-8SN5	124907153	153
ENSG00000274917	RNA5-8SN5	124907154	153
ENSG00000274917	RNA5-8SN5	124907155	153
ENSG00000274917	RNA5-8SN5	124907160	153
ENSG00000274917	RNA5-8SN5	124907172	153
ENSG00000274917	RNA5-8SN5	124907183	153
ENSG00000274917	RNA5-8SN5	124907194	153
ENSG00000274917	RNA5-8SN5	124907205	153
ENSG00000274917	RNA5-8SN5	124907216	153
ENSG00000274917	RNA5-8SN5	124907227	153
ENSG00000274917	RNA5-8SN5	124907238	153
ENSG00000274917	RNA5-8SN5	124907248	153
ENSG00000274917	RNA5-8SN5	124907258	153
ENSG00000274917	RNA5-8SN5	124907269	153
ENSG00000274917	RNA5-8SN5	124907280	153
ENSG00000274917	RNA5-8SN5	124907291	153
ENSG00000274917	RNA5-8SN5	124907302	153
ENSG00000274917	RNA5-8SN5	124907313	153
ENSG00000274917	RNA5-8SN5	124907324	153
ENSG00000274917	RNA5-8SN5	124907327	153
ENSG00000274917	RNA5-8SN5	124907328	153
ENSG00000274917	RNA5-8SN5	124907329	153
ENSG00000274917	RNA5-8SN5	124907330	153
ENSG00000274917	RNA5-8SN5	124907331	153
ENSG00000274917	RNA5-8SN5	124907332	153
ENSG00000274917	RNA5-8SN5	124907333	153
ENSG00000274917	RNA5-8SN5	124907334	153
ENSG00000274917	RNA5-8SN5	124907335	153
ENSG00000274917	RNA5-8SN5	124907336	153
ENSG00000274917	RNA5-8SN5	124907337	153
ENSG00000274917	RNA5-8SN5	124907338	153
ENSG00000274917	RNA5-8SN5	124907339	153
ENSG00000274917	RNA5-8SN5	124907340	153
ENSG00000274917	RNA5-8SN5	124907341	153
ENSG00000274917	RNA5-8SN5	124907342	153
ENSG00000274917	RNA5-8SN5	124907343	153
ENSG00000274917	RNA5-8SN5	124907439	153
ENSG00000274917	RNA5-8SN5	124907440	153
ENSG00000274917	RNA5-8SN5	124907450	153
ENSG00000274917	RNA5-8SN5	124907458	153
ENSG00000274917	RNA5-8SN5	124907467	153
ENSG00000274917	RNA5-8SN5	124907475	153
ENSG00000274917	RNA5-8SN5	124907476	153
ENSG00000274917	RNA5-8SN5	124907477	153
ENSG00000274917	RNA5-8SN5	124907478	153
ENSG00000274917	RNA5-8SN5	124907479	153
ENSG00000274917	RNA5-8SN5	124907480	153
ENSG00000274917	RNA5-8SN5	124907481	153
ENSG00000274917	RNA5-8SN5	124907482	153
ENSG00000274917	RNA5-8SN5	124907483	153
ENSG00000274917	RNA5-8SN5	124907484	153
ENSG00000274917	RNA5-8SN5	124907572	153
ENSG00000274917	RNA5-8SN5	124907573	153
ENSG00000274917	RNA5-8SN5	124907574	153
ENSG00000274917	RNA5-8SN5	124907575	153
ENSG00000274917	RNA5-8SN5	124907576	153
ENSG00000274917	RNA5-8SN5	124907577	153
ENSG00000274917	RNA5-8SN5	124907578	153
ENSG00000274917	RNA5-8SN5	124907579	153
ENSG00000274917	RNA5-8SN5	124907580	153
ENSG00000274917	RNA5-8SN5	124907581	153
ENSG00000274917	RNA5-8SN5	124907584	153
ENSG00000274917	RNA5-8SN5	124907585	153
ENSG00000274917	RNA5-8SN5	124907586	153
ENSG00000274917	RNA5-8SN5	124907587	153
ENSG00000274917	RNA5-8SN5	124907588	153
ENSG00000274917	RNA5-8SN5	124907589	153
ENSG00000274917	RNA5-8SN5	124907590	153
ENSG00000274917	RNA5-8SN5	124907591	153
ENSG00000274917	RNA5-8SN5	124907592	153
ENSG00000274917	RNA5-8SN5	124907593	153
ENSG00000274917	RNA5-8SN5	124907594	153
ENSG00000274917	RNA5-8SN5	124907595	153
ENSG00000274917	RNA5-8SN5	124907596	153
ENSG00000274917	RNA5-8SN5	124907597	153
ENSG00000274917	RNA5-8SN5	124907598	153
ENSG00000274917	RNA5-8SN5	124907600	153
ENSG00000274917	RNA5-8SN5	124907611	153
ENSG00000274917	RNA5-8SN5	124907622	153
ENSG00000274917	RNA5-8SN5	124907633	153
ENSG00000274917	RNA5-8SN5	124907644	153
ENSG00000274917	RNA5-8SN5	124907655	153
ENSG00000274917	RNA5-8SN5	124907662	153
ENSG00000274917	RNA5-8SN5	124907673	153
ENSG00000274917	RNA5-8SN5	124907684	153
ENSG00000274917	RNA5-8SN5	124907694	153
ENSG00000274917	RNA5-8SN5	124907705	153
ENSG00000274917	RNA5-8SN5	124907709	153
ENSG00000274917	RNA5-8SN5	124907710	153
ENSG00000274917	RNA5-8SN5	124907711	153
ENSG00000274917	RNA5-8SN5	124907712	153
ENSG00000274917	RNA5-8SN5	124907713	153
ENSG00000274917	RNA5-8SN5	124907714	153
ENSG00000274917	RNA5-8SN5	124907715	153
ENSG00000274917	RNA5-8SN5	124907716	153
ENSG00000274917	RNA5-8SN5	124907717	153
ENSG00000274917	RNA5-8SN5	124907718	153
ENSG00000274917	RNA5-8SN5	124907719	153
ENSG00000274917	RNA5-8SN5	124907720	153
ENSG00000274917	RNA5-8SN5	124907721	153
ENSG00000274917	RNA5-8SN5	124908237	153
ENSG00000274917	RNA5-8SN5	124908238	153
ENSG00000274917	RNA5-8SN5	124908239	153
ENSG00000274917	RNA5-8SN5	124908240	153
ENSG00000274917	RNA5-8SN5	124908241	153
ENSG00000274917	RNA5-8SN5	124908242	153
ENSG00000274917	RNA5-8SN5	124908243	153
ENSG00000274917	RNA5-8SN5	124908244	153
ENSG00000274917	RNA5-8SN5	124908245	153
ENSG00000274917	RNA5-8SN5	124908246	153
ENSG00000274917	RNA5-8SN5	124908247	153
ENSG00000274917	RNA5-8SN5	124908248	153
ENSG00000274917	RNA5-8SN5	124908249	153
ENSG00000274917	RNA5-8SN5	124908257	153
ENSG00000274917	RNA5-8SN5	124908268	153
ENSG00000274917	RNA5-8SN5	124908278	153
ENSG00000274917	RNA5-8SN5	124908289	153
ENSG00000274917	RNA5-8SN5	124908300	153
ENSG00000274917	RNA5-8SN5	124908310	153
ENSG00000274917	RNA5-8SN5	124908316	153
ENSG00000274917	RNA5-8SN5	124908327	153
ENSG00000274917	RNA5-8SN5	124908336	153
ENSG00000274917	RNA5-8SN5	124908347	153
ENSG00000274917	RNA5-8SN5	124908358	153
ENSG00000274917	RNA5-8SN5	124908368	153
ENSG00000274917	RNA5-8SN5	124908369	153
ENSG00000274917	RNA5-8SN5	124908370	153
ENSG00000274917	RNA5-8SN5	124908371	153
ENSG00000274917	RNA5-8SN5	124908372	153
ENSG00000274917	RNA5-8SN5	124908373	153
ENSG00000274917	RNA5-8SN5	124908374	153
ENSG00000274917	RNA5-8SN5	124908375	153
ENSG00000274917	RNA5-8SN5	124908376	153
ENSG00000274917	RNA5-8SN5	124908377	153
ENSG00000274917	RNA5-8SN5	124908378	153
ENSG00000274917	RNA5-8SN5	124908379	153
ENSG00000274917	RNA5-8SN5	124908380	153
ENSG00000274917	RNA5-8SN5	124908381	153
ENSG00000274917	RNA5-8SN5	124908382	153
ENSG00000274917	RNA5-8SN5	124908383	153
ENSG00000274917	RNA5-8SN5	124908384	153
ENSG00000274917	RNA5-8SN5	124908385	153
ENSG00000274917	RNA5-8SN5	124908386	153
ENSG00000274917	RNA5-8SN5	124908387	153
ENSG00000274917	RNA5-8SN5	124908388	153
ENSG00000274917	RNA5-8SN5	124908389	153
ENSG00000274917	RNA5-8SN5	124908390	153
ENSG00000274917	RNA5-8SN5	124908391	153
ENSG00000274917	RNA5-8SN5	124908392	153
ENSG00000274917	RNA5-8SN5	124908393	153
ENSG00000274917	RNA5-8SN5	124908474	153
ENSG00000274917	RNA5-8SN5	124908494	153
ENSG00000274917	RNA5-8SN5	124908504	153
ENSG00000274917	RNA5-8SN5	124908512	153
ENSG00000274917	RNA5-8SN5	124908513	153
ENSG00000274917	RNA5-8SN5	124908514	153
ENSG00000274917	RNA5-8SN5	124908515	153
ENSG00000274917	RNA5-8SN5	124908516	153
ENSG00000274917	RNA5-8SN5	124908517	153
ENSG00000274917	RNA5-8SN5	124908518	153
ENSG00000274917	RNA5-8SN5	124908519	153
ENSG00000274917	RNA5-8SN5	124908520	153
ENSG00000274917	RNA5-8SN5	124908521	153
ENSG00000274917	RNA5-8SN5	124908522	153
ENSG00000274917	RNA5-8SN5	124908523	153
ENSG00000274917	RNA5-8SN5	124908524	153
ENSG00000274917	RNA5-8SN5	124908525	153
ENSG00000274917	RNA5-8SN5	124908527	153
ENSG00000294644		NA	902.4
ENSG00000278066		NA	603
ENSG00000307034		NA	267
ENSG00000296902		NA	1209
ENSG00000273730		124907114	153
ENSG00000273730		124907115	153
ENSG00000273730		124907116	153
ENSG00000273730		124907117	153
ENSG00000273730		124907118	153
ENSG00000273730		124907119	153
ENSG00000273730		124907120	153
ENSG00000273730		124907121	153
ENSG00000273730		124907122	153
ENSG00000273730		124907123	153
ENSG00000273730		124907124	153
ENSG00000273730		124907125	153
ENSG00000273730		124907126	153
ENSG00000273730		124907127	153
ENSG00000273730		124907128	153
ENSG00000273730		124907129	153
ENSG00000273730		124907130	153
ENSG00000273730		124907131	153
ENSG00000273730		124907132	153
ENSG00000273730		124907133	153
ENSG00000273730		124907134	153
ENSG00000273730		124907135	153
ENSG00000273730		124907136	153
ENSG00000273730		124907137	153
ENSG00000273730		124907138	153
ENSG00000273730		124907139	153
ENSG00000273730		124907140	153
ENSG00000273730		124907141	153
ENSG00000273730		124907142	153
ENSG00000273730		124907143	153
ENSG00000273730		124907144	153
ENSG00000273730		124907145	153
ENSG00000273730		124907146	153
ENSG00000273730		124907147	153
ENSG00000273730		124907148	153
ENSG00000273730		124907149	153
ENSG00000273730		124907150	153
ENSG00000273730		124907151	153
ENSG00000273730		124907152	153
ENSG00000273730		124907153	153
ENSG00000273730		124907154	153
ENSG00000273730		124907155	153
ENSG00000273730		124907160	153
ENSG00000273730		124907172	153
ENSG00000273730		124907183	153
ENSG00000273730		124907194	153
ENSG00000273730		124907205	153
ENSG00000273730		124907216	153
ENSG00000273730		124907227	153
ENSG00000273730		124907238	153
ENSG00000273730		124907248	153
ENSG00000273730		124907258	153
ENSG00000273730		124907269	153
ENSG00000273730		124907280	153
ENSG00000273730		124907291	153
ENSG00000273730		124907302	153
ENSG00000273730		124907313	153
ENSG00000273730		124907324	153
ENSG00000273730		124907327	153
ENSG00000273730		124907328	153
ENSG00000273730		124907329	153
ENSG00000273730		124907330	153
ENSG00000273730		124907331	153
ENSG00000273730		124907332	153
ENSG00000273730		124907333	153
ENSG00000273730		124907334	153
ENSG00000273730		124907335	153
ENSG00000273730		124907336	153
ENSG00000273730		124907337	153
ENSG00000273730		124907338	153
ENSG00000273730		124907339	153
ENSG00000273730		124907340	153
ENSG00000273730		124907341	153
ENSG00000273730		124907342	153
ENSG00000273730		124907343	153
ENSG00000273730		124907439	153
ENSG00000273730		124907440	153
ENSG00000273730		124907450	153
ENSG00000273730		124907458	153
ENSG00000273730		124907467	153
ENSG00000273730		124907475	153
ENSG00000273730		124907476	153
ENSG00000273730		124907477	153
ENSG00000273730		124907478	153
ENSG00000273730		124907479	153
ENSG00000273730		124907480	153
ENSG00000273730		124907481	153
ENSG00000273730		124907482	153
ENSG00000273730		124907483	153
ENSG00000273730		124907484	153
ENSG00000273730		124907572	153
ENSG00000273730		124907573	153
ENSG00000273730		124907574	153
ENSG00000273730		124907575	153
ENSG00000273730		124907576	153
ENSG00000273730		124907577	153
ENSG00000273730		124907578	153
ENSG00000273730		124907579	153
ENSG00000273730		124907580	153
ENSG00000273730		124907581	153
ENSG00000273730		124907584	153
ENSG00000273730		124907585	153
ENSG00000273730		124907586	153
ENSG00000273730		124907587	153
ENSG00000273730		124907588	153
ENSG00000273730		124907589	153
ENSG00000273730		124907590	153
ENSG00000273730		124907591	153
ENSG00000273730		124907592	153
ENSG00000273730		124907593	153
ENSG00000273730		124907594	153
ENSG00000273730		124907595	153
ENSG00000273730		124907596	153
ENSG00000273730		124907597	153
ENSG00000273730		124907598	153
ENSG00000273730		124907600	153
ENSG00000273730		124907611	153
ENSG00000273730		124907622	153
ENSG00000273730		124907633	153
ENSG00000273730		124907644	153
ENSG00000273730		124907655	153
ENSG00000273730		124907662	153
ENSG00000273730		124907673	153
ENSG00000273730		124907684	153
ENSG00000273730		124907694	153
ENSG00000273730		124907705	153
ENSG00000273730		124907709	153
ENSG00000273730		124907710	153
ENSG00000273730		124907711	153
ENSG00000273730		124907712	153
ENSG00000273730		124907713	153
ENSG00000273730		124907714	153
ENSG00000273730		124907715	153
ENSG00000273730		124907716	153
ENSG00000273730		124907717	153
ENSG00000273730		124907718	153
ENSG00000273730		124907719	153
ENSG00000273730		124907720	153
ENSG00000273730		124907721	153
ENSG00000273730		124908237	153
ENSG00000273730		124908238	153
ENSG00000273730		124908239	153
ENSG00000273730		124908240	153
ENSG00000273730		124908241	153
ENSG00000273730		124908242	153
ENSG00000273730		124908243	153
ENSG00000273730		124908244	153
ENSG00000273730		124908245	153
ENSG00000273730		124908246	153
ENSG00000273730		124908247	153
ENSG00000273730		124908248	153
ENSG00000273730		124908249	153
ENSG00000273730		124908257	153
ENSG00000273730		124908268	153
ENSG00000273730		124908278	153
ENSG00000273730		124908289	153
ENSG00000273730		124908300	153
ENSG00000273730		124908310	153
ENSG00000273730		124908316	153
ENSG00000273730		124908327	153
ENSG00000273730		124908336	153
ENSG00000273730		124908347	153
ENSG00000273730		124908358	153
ENSG00000273730		124908368	153
ENSG00000273730		124908369	153
ENSG00000273730		124908370	153
ENSG00000273730		124908371	153
ENSG00000273730		124908372	153
ENSG00000273730		124908373	153
ENSG00000273730		124908374	153
ENSG00000273730		124908375	153
ENSG00000273730		124908376	153
ENSG00000273730		124908377	153
ENSG00000273730		124908378	153
ENSG00000273730		124908379	153
ENSG00000273730		124908380	153
ENSG00000273730		124908381	153
ENSG00000273730		124908382	153
ENSG00000273730		124908383	153
ENSG00000273730		124908384	153
ENSG00000273730		124908385	153
ENSG00000273730		124908386	153
ENSG00000273730		124908387	153
ENSG00000273730		124908388	153
ENSG00000273730		124908389	153
ENSG00000273730		124908390	153
ENSG00000273730		124908391	153
ENSG00000273730		124908392	153
ENSG00000273730		124908393	153
ENSG00000273730		124908474	153
ENSG00000273730		124908494	153
ENSG00000273730		124908504	153
ENSG00000273730		124908512	153
ENSG00000273730		124908513	153
ENSG00000273730		124908514	153
ENSG00000273730		124908515	153
ENSG00000273730		124908516	153
ENSG00000273730		124908517	153
ENSG00000273730		124908518	153
ENSG00000273730		124908519	153
ENSG00000273730		124908520	153
ENSG00000273730		124908521	153
ENSG00000273730		124908522	153
ENSG00000273730		124908523	153
ENSG00000273730		124908524	153
ENSG00000273730		124908525	153
ENSG00000273730		124908527	153
ENSG00000274847	MAFIP	727764	1599
ENSG00000277196		NA	2197.5
ENSG00000273937		NA	90
ENSG00000308580		NA	347
ENSG00000295378		NA	533.333333333333
ENSG00000296546		124907018	1139
ENSG00000297619		NA	903.428571428571
ENSG00000298772		NA	1443.52631578947
ENSG00000300051		NA	1047.5
ENSG00000296713		NA	378.5
ENSG00000305511		NA	893.5
ENSG00000306721		NA	660.338709677419
ENSG00000277428		NA	101
ENSG00000276256		NA	2195
ENSG00000278793		124905313	107
ENSG00000305525		NA	391
ENSG00000298861		NA	663.571428571429
ENSG00000295668		NA	380
ENSG00000303750		NA	748
ENSG00000303853		NA	946.771428571429
ENSG00000278817		NA	1213
ENSG00000276017		NA	2404
ENSG00000297072		NA	1026.16666666667
ENSG00000297558		NA	854
ENSG00000298095		NA	613.692307692308
ENSG00000308643		NA	592
ENSG00000301131		NA	1025
ENSG00000303733		NA	1692
ENSG00000305236		NA	1369
ENSG00000309233		NA	468
ENSG00000300074		NA	423
ENSG00000298793		NA	870.8
ENSG00000300093		NA	1168
ENSG00000303588		105379548	955.75
ENSG00000300846		NA	542
ENSG00000307470		112268317	1247
ENSG00000308966		NA	963.428571428571
ENSG00000306938		NA	528
ENSG00000301573		NA	750.285714285714
ENSG00000309079		NA	257
ENSG00000307061		NA	641.222222222222
ENSG00000295063		100505874	724.5
ENSG00000301587		NA	773
ENSG00000309229		NA	1093
ENSG00000310277		NA	895
ENSG00000303173		NA	810.282051282051
ENSG00000303875		NA	593
ENSG00000303892		NA	1221.5
ENSG00000307077		102723347	607
ENSG00000303912		NA	363
ENSG00000275661		NA	116
ENSG00000310347		NA	358
ENSG00000276351		NA	69
ENSG00000308185		124905312	970.977272727273
ENSG00000308185		124905468	970.977272727273
ENSG00000276345		NA	740
ENSG00000306744		NA	614
ENSG00000277374		NA	176
ENSG00000306767		NA	776.5
ENSG00000273532		NA	71
ENSG00000303573		105379562	795
ENSG00000294171		NA	1371.18518518519
ENSG00000308844		NA	759
ENSG00000309296		NA	475.333333333333
ENSG00000293753		NA	1252.5
ENSG00000299010		NA	353
ENSG00000309338		NA	821.333333333333
ENSG00000276932		NA	101
ENSG00000302801		NA	1109
ENSG00000309357		NA	989
ENSG00000302039		NA	1535.75
ENSG00000306402		102723347	947.495145631068
ENSG00000307088		124905468	916.544041450777
ENSG00000307088		124907539	916.544041450777
ENSG00000294191		NA	926.272727272727
ENSG00000304792		NA	565
ENSG00000304816		NA	1089.4
ENSG00000309831		NA	362.333333333333
ENSG00000274202		NA	113
ENSG00000299852		NA	1124.5
ENSG00000303221		NA	983.617647058824
ENSG00000304845		NA	691.5
ENSG00000299870		NA	943.384615384615
ENSG00000300815		NA	715
ENSG00000304057		NA	1012.5
ENSG00000275987		NA	144
ENSG00000268674		124903857	510
ENSG00000268674		124905556	510
ENSG00000268674		124905693	510
ENSG00000277475		NA	831
ENSG00000275405		124904613	164
ENSG00000275405		124905321	164
ENSG00000275405		124905573	164
ENSG00000275405		124905809	164
ENSG00000298139		NA	870.571428571429
ENSG00000299885		NA	845
ENSG00000293919		NA	1233.34146341463
ENSG00000298153		NA	772.285714285714
ENSG00000275063		102723407	351
ENSG00000298169		NA	2135.5
ENSG00000277856		NA	294
ENSG00000307722		107987009	747
ENSG00000298751		124905324	1858
ENSG00000310401		NA	532
ENSG00000298769		NA	462
ENSG00000301091		NA	805
ENSG00000298181		NA	656
ENSG00000303154		NA	1254
ENSG00000276711		NA	113
ENSG00000302961		NA	1571.5
ENSG00000309258		NA	781
ENSG00000293939		NA	891.666666666667
ENSG00000293969		NA	742.333333333333
ENSG00000297844		NA	769
ENSG00000278384		NA	3027
ENSG00000301761		100233156	1062.06097560976
ENSG00000301761		124907090	1062.06097560976
ENSG00000296732		NA	922.290909090909
ENSG00000273748		NA	372
ENSG00000296581		NA	700.2
ENSG00000296598		NA	826.333333333333
ENSG00000296618		NA	764.6
ENSG00000307122		NA	1030
ENSG00000307143		NA	1426.5
ENSG00000307166		NA	680
ENSG00000296634		NA	619
ENSG00000296756		NA	1131.92857142857
ENSG00000309793		NA	848
ENSG00000274175		102723655	1806
ENSG00000273554		NA	3345.5
ENSG00000275869		102723713	1426
ENSG00000278510		NA	291
ENSG00000273843		NA	1338
ENSG00000301787		NA	1109.81818181818
ENSG00000277836		NA	288
ENSG00000294926		NA	985
ENSG00000295260		NA	1068.4
ENSG00000296775		NA	1332.72727272727
ENSG00000295285		NA	450.5
ENSG00000295455		NA	552
ENSG00000295648		NA	1185
ENSG00000296644		NA	588.153846153846
ENSG00000296798		NA	828.5
ENSG00000297394		NA	1100
ENSG00000297936		NA	1251.45454545455
ENSG00000300662		NA	1025
ENSG00000301410		NA	1258
ENSG00000303548		NA	708.666666666667
ENSG00000303746		NA	578.588235294118
ENSG00000288175	SYT15B	102724488	2684.33333333333
ENSG00000304032		NA	635.166666666667
ENSG00000304964		NA	938.166666666667
ENSG00000288244		653145	1039.2
ENSG00000276312		NA	90
ENSG00000276700	RNA5-8SN4	109864274	153
ENSG00000276700	RNA5-8SN4	124907114	153
ENSG00000276700	RNA5-8SN4	124907115	153
ENSG00000276700	RNA5-8SN4	124907116	153
ENSG00000276700	RNA5-8SN4	124907117	153
ENSG00000276700	RNA5-8SN4	124907118	153
ENSG00000276700	RNA5-8SN4	124907119	153
ENSG00000276700	RNA5-8SN4	124907120	153
ENSG00000276700	RNA5-8SN4	124907121	153
ENSG00000276700	RNA5-8SN4	124907122	153
ENSG00000276700	RNA5-8SN4	124907123	153
ENSG00000276700	RNA5-8SN4	124907124	153
ENSG00000276700	RNA5-8SN4	124907125	153
ENSG00000276700	RNA5-8SN4	124907126	153
ENSG00000276700	RNA5-8SN4	124907127	153
ENSG00000276700	RNA5-8SN4	124907128	153
ENSG00000276700	RNA5-8SN4	124907129	153
ENSG00000276700	RNA5-8SN4	124907130	153
ENSG00000276700	RNA5-8SN4	124907131	153
ENSG00000276700	RNA5-8SN4	124907132	153
ENSG00000276700	RNA5-8SN4	124907133	153
ENSG00000276700	RNA5-8SN4	124907134	153
ENSG00000276700	RNA5-8SN4	124907135	153
ENSG00000276700	RNA5-8SN4	124907136	153
ENSG00000276700	RNA5-8SN4	124907137	153
ENSG00000276700	RNA5-8SN4	124907138	153
ENSG00000276700	RNA5-8SN4	124907139	153
ENSG00000276700	RNA5-8SN4	124907140	153
ENSG00000276700	RNA5-8SN4	124907141	153
ENSG00000276700	RNA5-8SN4	124907142	153
ENSG00000276700	RNA5-8SN4	124907143	153
ENSG00000276700	RNA5-8SN4	124907144	153
ENSG00000276700	RNA5-8SN4	124907145	153
ENSG00000276700	RNA5-8SN4	124907146	153
ENSG00000276700	RNA5-8SN4	124907147	153
ENSG00000276700	RNA5-8SN4	124907148	153
ENSG00000276700	RNA5-8SN4	124907149	153
ENSG00000276700	RNA5-8SN4	124907150	153
ENSG00000276700	RNA5-8SN4	124907151	153
ENSG00000276700	RNA5-8SN4	124907152	153
ENSG00000276700	RNA5-8SN4	124907153	153
ENSG00000276700	RNA5-8SN4	124907154	153
ENSG00000276700	RNA5-8SN4	124907155	153
ENSG00000276700	RNA5-8SN4	124907160	153
ENSG00000276700	RNA5-8SN4	124907172	153
ENSG00000276700	RNA5-8SN4	124907183	153
ENSG00000276700	RNA5-8SN4	124907194	153
ENSG00000276700	RNA5-8SN4	124907205	153
ENSG00000276700	RNA5-8SN4	124907216	153
ENSG00000276700	RNA5-8SN4	124907227	153
ENSG00000276700	RNA5-8SN4	124907238	153
ENSG00000276700	RNA5-8SN4	124907248	153
ENSG00000276700	RNA5-8SN4	124907258	153
ENSG00000276700	RNA5-8SN4	124907269	153
ENSG00000276700	RNA5-8SN4	124907280	153
ENSG00000276700	RNA5-8SN4	124907291	153
ENSG00000276700	RNA5-8SN4	124907302	153
ENSG00000276700	RNA5-8SN4	124907313	153
ENSG00000276700	RNA5-8SN4	124907324	153
ENSG00000276700	RNA5-8SN4	124907327	153
ENSG00000276700	RNA5-8SN4	124907328	153
ENSG00000276700	RNA5-8SN4	124907329	153
ENSG00000276700	RNA5-8SN4	124907330	153
ENSG00000276700	RNA5-8SN4	124907331	153
ENSG00000276700	RNA5-8SN4	124907332	153
ENSG00000276700	RNA5-8SN4	124907333	153
ENSG00000276700	RNA5-8SN4	124907334	153
ENSG00000276700	RNA5-8SN4	124907335	153
ENSG00000276700	RNA5-8SN4	124907336	153
ENSG00000276700	RNA5-8SN4	124907337	153
ENSG00000276700	RNA5-8SN4	124907338	153
